sample_id,before,current,end,keyword,next,project,start,type
561,"It gives me such life force to witness the growth and transformation you have experienced, and that  I have been privileged to guide and bear witness too.","I have learned from past life experiences that there is always a gift from difficult situations which has allowed me to enter this territory a bit more gracefully, and little less kicking and fighting my way through it.  ",200,fighting,"In many ways, I am taking this as an invitation to come closer to my body and to spirit.  ",2c24e5717fa5a4243f451737d8db6ca8,192,battle
548,"With all the treatments and surgery #### has to go through, there will be times he will have to miss work as well.",Please contribute to ####’s campaign: All in for ####’s Fight Against Cancer to provide financial support for his chemotherapy and radiation treatments as he begins his journey down this difficult road.,61,fight,He will appreciate any amount you are able to contribute.,47c4bee24a8ecda97e62a8b40581ce38,56,battle
942,So once again I am asking for help financially and through prayer so that I can fight this beast with every resource I can.  ,"Most of this will go towards fighting this disease, but as I said, I will be creating memories with family as well.  ",37,fighting,Thank you all for fighting this with #########,793a1ef1bcb9587cc3e09805d2b2afbb,29,battle
1328,"In other words, the radiation I received 25 years ago to treat my lymphoma is the underlying cause of this breast cancer.",I will fight and beat this cancer just as I did the other!,12,fight,"I know from experience that it is the power of prayer, positive thinking, and being surrounded by so much love that I will allow me to persevere and help my body find its way to good health once again.",723122931db2e052b29ee61075e9b93f,7,battle
503,My goal is to be able to complete and publish and ############# about my life and the things that I have been through before the age of 24.,"I have just finished my second battle with cancer, and I am going strong.",37,battle,"It is time to change my focus though, from concentrating only on making sure I am happy and ok, but also now I want to share with the world that just because someone is young like I am, doesn't mean that they haven't learned many life lessons.",32635cc8462dd58ecf41ebc795041d29,31,battle
956,I am hoping that the kindness and generosity of others can help us survive and  lift us from this overwhelming situation and show us that we are not alone in this fight.,"I know money is tight, but your gift will help us fight, live # will help lift the constant financial worry I have on my shoulders!",55,fight,It would be so tremendous!,0e4a0aa528f2f7b29796218fa5c9e520,50,battle
688,"He said, “####, you’ve been able to defy death over and over using the same strategies you teach others to overcome challenges in their life.”He moves on...","“This movement is about believing that no matter what the circumstances you find yourself in: whether you are given a scary cancer diagnosis, or wake up unexpectedly paralyzed...there are ways to overcome everything and keep fighting through with will-power, prayer, community, and God.”My friend’s words stirred my soul.",233,fighting,And I hope they resonate with yours too.,79a76c5c6676c21ae50d100e65424c01,225,battle
970,"The small silver lining in this is that there is something that we can do, which is to remove some of the financial worry from ######'s mind.","To fight this cancer, ###### will need extensive testing and medical care that will include genetic assessment, possibly surgery, chemotherapy and radiation.",8,fight,"While he has health insurance, it's scope is limited, and he will have deductibles, co-pays, and out of network providers.",f9bd7a76d150402bc34ecd889554a80d,3,battle
1089,I’m fighting this and I refuse to leave #### motherless and alone.  ,Thank you for your love and support as my journey continues.  ,49,journey,I believe I can and will beat this!,380bbfad850c115181dd34482a662859,42,journey
1374,"Now, more than ever, we need the help of others to remain strong through this time, as my brother battles cancer, and as I watch yet another person whom I love go through this fight.",This page is for my brother while he battles cancer.,44,battles,"But in order to fully understand who we are, who he is, I want to tell our whole story, from the beginning.",a8b5b17d42c0d255f3d54b0a3053b670,37,battle
524,##### was diagnosed with #########################.,"The disease has spread into her liver, making the fight ahead more difficult.",55,fight,"This traumatic, life altering battle has been very hard to process, yet #####’s thoughts are with their 4-year-old daughter ####### and her husband ###.",134532025685840eda5471fc1767860e,50,battle
82,If you have thought about donating to the cause please consider contributing to my project.  ,I am tired of sitting on the sideline wondering if there is something I can do in the fight against cancer.  ,91,fight,Together we can make a difference.,0457fdf8b1852cd5294b50634b31b2f3,86,battle
539,"I can’t promise I will ever be able to pay back the money I hope to raise, but I can promise to pay it forward.",I can promise to be an advocate for health and nutrition; I can promise to keep you informed every step of the way; and I can promise to help the next person in line who finds themselves in my situation—terrified and fighting for her life with a glimmer of hope that toxic medicine isn’t the way to survival.,225,fighting,Thank you for taking the time to read my story.,b63c49991d1e7f7032311f2ca1226b99,217,battle
842,Anyone who knows me knows when I set out to do something I don't rest until its done!,Every single dollar raised through this project will go directly to #### and her fight to get healthy.,86,fight,"I have set up this Go Fund Me page, which is different from the other set up by a friend of hers a while back.  ",b30757c0e09d640e82aeb288da528388,81,battle
218,,"THROUGH THE WINDOW - A photographic tale of cancer survival When I was diagnosed with Stage 4 metastatic ############ in August 2016, I began a year-long program of aggressive chemotherapy treatment, through which I was lucky to experience little in the way of traditional side effects, apart from one - a severe hyper sensitivity to the sun – which put real limitations on my award-winning landscape photography pursuits.  ",390,winning,"So, I looked for opportunities to shoot new scenes from the protective shade of my car and it turned out wildlife was it...",add86c147452ba42e362c41fe41ddebc,383,battle
350,The story needs illustrated and lettered #and I am working with 2 very talented and wonderful artists who are  taking drastic cuts in their normal fee's because they believe in and  are so committed to the story and its characters.  ,"The story is  about 4  disparate high school seniors who come together to compete in their  school's battle of the bands, ########",107,battle,"the competition takes on more if a  meaning to the band, dubbed ""The Stereotypical Freaks"" (because the  members feel they are stereotyped by their classmates - smart kid, geek,  star athlete and quiet weirdo when in fact they are much more then  that) when one member reveals that he is dying from cancer.  ",0bb453de2012135122c3c2c1585234d0,101,battle
1051,"While ####### has found independence by being self-employed, this crisis will undoubtably put a tremendous strain on their finances  and their ability to focus on her recovery.",It is inconceivable that someone this close to me has to fight for her life at such a young age.    ,62,fight,￼,cbbb4f06076f394e37cd8cc85984b68e,57,battle
290,"When she was 30, ovarian cancer left her unable to bear children.","She is now fighting breast cancer and heart disease, as her mother lives out her last days in #####.",19,fighting,"These health crises have robbed ###### of a piece of her racial identity, her womanhood, and her youth.",e7feb1196315ebbaa5c364949a2db23e,11,battle
536,"Thanks to the generosity of my parents, I now have insurance, but due to the circumstances of my health crisis, I am still unemployed.","And until this battle is behind me, that is unlikely to change.",21,battle,"The brutal reality is that, no matter what, I need medical help immediately.",b63c49991d1e7f7032311f2ca1226b99,15,battle
1113,Anything they do not use will be donated to St. ####.  ,Please help us raise money for this beautiful family so they can focus on #####' fight with cancer with as little stress and other distractions as possible.,86,fight,Please follow Woods story on ######## at ##################.  ,c656aab2e6ccb384a9272459f62590f3,81,battle
222,we will also be participating in a short film contest here in #######.,Our main goal is to win this contest.,23,win,so your support mean a lot to us     ,5e8d6edc314de1da7b28f0f383fde1a7,20,battle
1314,"I enjoy playing soccer and basketball too, and look forward to playing again once I'm better!",I have been fighting ###################################### cancer or #### since the begining of May of 2015.,20,fighting,What is GIST?,5cdbdf0b52c4bfb1e7868d6d5aeb570a,12,battle
410,"Game is set inside the human body where players can use exciting features like scalpel, immunogun, chemobombs etc.",to defeat various cancer enemies and bosses.,9,defeat,Other exciting features within the game are educational content and algorithm where players can use collected virtual ######### as means of donation.   ,7245fb5b4e4ca19bf5917fd7edbdf125,3,battle
507,####### will have to defeat cancer cells and other harmful microorganisms till the body is completely cancer free.,"The game has been widely accepted by parents, children, and even doctors because ####### has to continuously take medication to keep fighting and win the game.",141,fighting,This serves as a reminder to children as a reminder of the importance of regularly taking medication prescribed by doctors during their treatment.,131421bdfee62ac00c3d0eb6e5b68c49,133,battle
1000,,Please help #### as he battles stage 4 colon cancer.,30,battles,#### was diagnosed in September 2018 and has been receiving treatments at #### in ####### ## every other week.,9720a2575d4b44270cca05e42a01c235,23,battle
1403,He was immediately hospitalized for 5 days in which he was immediately admitted with countless medication infusions and received the first cytostat from a queue of 11 who are shedding a private kit with all treatments at the hospital and also therapy purchased from abroad that are too expensive for his family and their budget.,"For a year now, he has fought bravely with the disease itselfin which there are too many positive results, giving great hope that it will beat the ################# treatment is $9000 the main operation expected to be in the first quarter of 2019It is still needed for ########################### and ################ in which the disease is monitoredWe ask you ############## help our friendLet's help to get betterWith the ###### of the Chancellor itselfThanks to all of youThanks to your extensive helping hand for our ###### will ############ to all who ###### and in the future will Donate ######################### the new donations in which we also thank the ########'s donateLet's ########## you Македонски :Драги пријателиСакам да ве запознаам со нашиот пријател ######## јас ви кажам нешто за него .",142,beat,"###### пријател пред ракот Тој беше одличен пријател, другар секогаш полн хумор забавен прекрасен другар кој во секое друштво беше посакуван и центар на вниманието кој сите го сакавме и секоја прилика сакавме да сме со него и неговата сопруга Катица. #### премногу беше исполнет со позитивна енергија се радуваше на животот се радуваше",8edf48c4964e6dd2e681177807ffa8b4,138,battle
348,"After spending 2009 fighting cancer, I hope to now make art that helps myself and others heal.","I would like to create 15 paintings describing the spiritual journey of my illness: from discovering my cancer, to surgical removal/disfigurement of my face, to loss of my identity, to creating a new life.",68,journey,"I felt that there were strong emotions that I could not express safely while I was going through my treatment, because I had to focus on survival.",7249824c091c2b9ae32b5a8032f25fac,61,journey
924,"We are putting together a team to beat this, and we want every single person who reads our story to be on our team.","It's a team that is dedicated to beating this, who believes in the win, and the glory that will come.",40,beating,We will pay this forward one day...,523307dd6502b071eae523227ad59c9e,33,battle
1039,"Family and friends are looking to raise $10,000 to offset the expensive medical bills, and have currently reached over $7,300.",################### are taking on the challenge to raise the remaining amount to help fight #######'s cancer.,91,fight,"Nine of our current players, supporters and old boys/girls will gear up for the Canberra Sri Chinmoy Triathlon on Sunday 19 November as a fundraiser.  ",7e7c0588aeebce1c4b12cec4d8e9c3b5,86,battle
106,,"In short, DON'T ##### is an eight-episode television show following the journey of four friends as they travel around ######### chasing 14 of their most exciting ########### items.",79,journey,For us this series is all about sharing and storytelling.,7e388d8d39f4e0cb0d3383931293ac6a,72,journey
461,By pledging to this project you would be helping me start the beginning of many additional projects that will help the ones who are really affected.,"The families, the mom's and the dad's and most of all the sweet innocent children who are caught in the battle of their lives.",110,battle,We would also like to have a line of kids books helping children understand what they will experience so they are not alone as they go through radiation and chemo therapy.,50c9e84e338d033bf324904127a629d4,104,battle
1018,,"Hey All, As some of you may know, my Dad has been battling with cancer for the past 3+ years.",58,battling,"It started out as prostate cancer, and has recently developed into prostate, lymphnode, bone and liver cancer.",6820849fe9a0981ebf3cad37359e6ba1,50,battle
1416,Stage 4 Colon Cancer that has metastasized to the liver.  ,Our little family is literally in the fight of our lives.  ,43,fight,"######'s proposed treatment begins with 4 rounds of ############, hoping to shrink the liver tumors enough to be removed with sugery, the original ##### tumor will also be removed and the ##### rejoined, hopefully without need for a permanent ######### bag.  ",3c14eddfd3f8e3b1aa8e47ba303e4ac8,38,battle
580,########### left for his  final abode on 16th-Jan-2019 leaving his young family behind.,Cancer won and battle but our love will win the war for this young family.,51,war,"Karun was blessed with ## sweet kids, daughter (###########, 8 years), son (#############, 4 years) and wife (###############) .",c747aec491972948e99fee0621252455,48,battle
68,For two years I lived in a blur somewhere between life and death.,"With no interest in fighting with her for our physical possessions, I used my airline miles to travel for six months.",28,fighting,Then I stayed at my sister's house for more than a year.,47a0de1dcc4bb98f3ba69dce42968e31,20,battle
1308,We almost lost ##### that day as well when he was ejected from a vehicle and sustained life-threatening injuries.  ,He was airlifted to #################### where he remained for the next month or so fighting for his life.  ,92,fighting,##### was not ready to leave us though and he fought to overcome his injuries and finally come home!  ,ec7779257345e4c15a064bd3deeca5de,84,battle
40,I believe it's significant,"we hit the goal on Good Friday, because our desire has been that the Lord would use for good what the enemy meant for destruction.  ",107,enemy,"The plan has been to give 10% of net proceeds to ##########, a ministry to teen moms and their babies in ##################.",5554cbef6ddb8ae7d50b14ca851bab2b,102,battle
154,It got held back after 3 attempts for a year because each time my blood count was just too low and dangerous to operate.,"I'm not going to lie, as tough as I always try to seem and be the strong one, there has been a lot of tears and dealing with the terror of knowing there was a ##### and trying to fight the banks was so overwhelming at times",184,fight,I didn't know how I was going to deal with everything.,223eaadc4ee879f9395a7779da436f7f,179,battle
1181,"We’re creating This ######### page in honor of her, dedicated to her continued cancer treatments that insurance won’t cover.","Recently she received her diagnosis, and has been undergoing treatments and multiple operations to battle this.",105,battle,"It has taken a toll, and any help towards this cause would be tremendously helpful financially, mentally, and emotionally; For future treatments, travel expenses, and the recovery process for ###### during this trying time.",f710ee29e6a9e5f70f9e18873f0e4900,99,battle
602,#### is trying to BEAT cancer by doing ALL he can naturally.,#### is STILL training people on cancer and natural ways to beat it.,64,beat,ALL while maintaining an amazing good attitude.,d6d38cae633a7311fffc48420bdb6704,60,battle
1459,His family is devastated by this news and are working to help him in any way possible.,#### was healthy before this diagnosis and is a strong man and he is fighting with all he has.  ,77,fighting,"#### and his family would like to thank all of his family and friends for all their love, support and prayers during this time.",70a531999eb92b1ff4d27c47bbdcb4de,69,battle
1116,We have been together for almost 13 years and married for almost 3.,My family is my biggest motivation to fight this cancer and kick it's booty!,43,fight,They need me as much as i need them!,d6cdaca80c0bc76596bfb34a0ad52c25,38,battle
1180,"With that being said, we have started a GoFundMe account to assist with any expenses.","Any contribution is greatly appreciated, as during this time she needs to focus on the battle rather than any financial burdens.",93,battle,"We are a family strongly driven by faith and are confident that through faith, God will provide ######, her kids, and family with the strength to get her through the next chapter in her life.",cd218d2d58f620d2182a2e3da0971c48,87,battle
32,You help bring #######'s story to life.,Helping the words of a young male inspire those around the globe going through similar situations to that of his family and his mother's incredible journey.,155,journey,He leaves no stone unturned.,969f8bdab0b196419362aa01e5dacaff,148,journey
1443,According to the doctors and specialist the tumor is inoperable based on its location and other non-surgical treatment options will have to be considered.,At this time we are asking for donations to assist with his medical expenses as we take this journey together to fight ######.,118,fight,"From ###### and his entire family, we thank you in advance for all the love, support, and prayers.",8a90923f5cf2cf41a43120dad5bfd075,113,battle
151,"We didn't give up, we refused to.",So through the pain of pancreatitas and a bad #### bladder I fought with everything I had.,67,fought,No way was I letting the surgery hold me down.,223eaadc4ee879f9395a7779da436f7f,61,battle
29,A son who lost his mother recently to ###### cancer.,Her battle with breast cancer spanning an incredible 19 years.,10,battle,####### was 4 when his mother was first diagnosed.,969f8bdab0b196419362aa01e5dacaff,4,battle
393,Every year my high school has its annual ######### which is a dance event dedicated to raising money for pediatric cancer.,Each year we sponsor a family and child and dedicate an entire evening to supporting them in their fight against cancer.,104,fight,"As ############################, I am responsible for filming the event every year in order to make a promo for the next year.",aedc938907f6960412e634ecfbaa1d29,99,battle
172,"Dancing with ########### also the story of women who discover they have a ### cancer and face the prospect of dying before having children, having to decide to choose their life over having children, or losing their life before they get to see their children grow up; the sadness, the anger, the fear, the courage and the hope they feel as their unpredictable journeys test their strength and convictions and that of their loved ones.","And it is the story of their doctors, the people who guide them through that unpredictable journey and who are there every step of the way.",98,journey,"As Dr. #####, one of the band members says: “People think we just deal with it and put it away.",9dffa73622f293e8375f90c4f8654ab0,91,journey
214,She co-choreographed ####### Don't Leave,So Soon (1992) and ##### (1998) and appeared in the award-winning dance film Outside,65,winning,In choreographed by ##############.,4bd0e6e878dd45150ce0cfe7ac189179,58,battle
237,It’s a welcome and practical gift for patients staying in the hospital since flowers are not allowed in oncology wings.  ,"########### are filled with nutritional, fun snacking options for people fighting cancer and survivors in remission wanting to maintain healthy habits.  ",81,fighting,"Our ""bite size"" snack box contains five full sized snack items.",d575ab836bf385aa72fc610a0b05bebf,73,battle
1319,This is the most challenging thing my mother has ever had to go through.,We are asking for your help with this and promise that if there are any funds left we will pay them forward to someone else facing this tough fight.,147,fight,￼  ,bed3d835e94a46278c116df9bb38f1b3,142,battle
217,"In truth, she is shedding her old reality and opening her life and heart to the joy and pain of an uncertain future.","This is just one scene in Cancerpants—a story told through the eyes of ######## “Ro” #######; a story about life, love and a young woman’s journey with breast cancer.",146,journey,"Never one to sit still or take her health for granted, ## maintained a vibrant massage business, ate a vegan diet, practiced yoga regularly and was an avid runner.",0cb5b9bcfc048efa43e91518c146c647,139,journey
113,"I want to work for a greater cause, which is what I wish to name this food business ""Causes"".  ","See, my Mother is now battling cancer for the 3rd time.  ",30,battling,She is ################## and she too spent many years working for organizations such as Hospice.  ,98726bc5d20268805868b50b7f37d594,22,battle
1360,"We have had many friends offer to set this up for us, but we wanted to use this as an opportunity to tell our story.",His story and his journey with this battle.,25,journey,I know in my heart that he is not a statistic.,e4f7e658cd473c50a64fc4f4b34659e5,18,journey
926,We are strong.,We are going to win... day by day we win each day!,19,win,Thank you so much for your support and your prayers.,523307dd6502b071eae523227ad59c9e,16,battle
689,My amazing clients provided our family an equally amazing life.,"We have been able to journey the world, take great family vacations, and truly engage in the thrill of raising our children.",28,journey,"But 4 years ago, something weird happened.",79a76c5c6676c21ae50d100e65424c01,21,journey
573,"We have sold many of our belongings to come up with the little money that we can and with the support of family members, we have been able to make it one day at a time until now.",We are at our wits end and are hoping that we can get the sufficient funds needed to continue beating cancer and one day getting my father back on his feet to the hard working man that he is,101,beating,", that’s all he’s ever known.",50e48f61fe97ad1e88fe988005359b07,94,battle
526,"” as they can as a family, without having the grim reality of life with cancer.",##### has fought a brave battle with #################### and had never imagined the pains she was feeling could be cancer.  ,16,fought,"This battle with ################# will not be easy, it will take the strength, support, and assistance from everyone who cares about #####, ###, and #######.  ",134532025685840eda5471fc1767860e,10,battle
435,The goal of ############## project is to shed a positive light on the changes that happen to the bodies of cancer survivors and depict it through art of body painting.,"Whether these imperfections manifest themselves as stretch marks, scars, missing limbs, or other ""deformities,"" these are battle wounds.",128,battle,"Behind each scar, there is a powerful story that makes these beautiful souls unique.  ",78ae0e8f1e26ca69c1b69240e13ab4cb,122,battle
634,"#####################’s story began just like anyone else who has come to this country, facing her fears and taking on new challenges to grow as a person.","Nevertheless, ######### has been tougher on #### than on most of us, and today she is facing what is perhaps the biggest challenge that anyone could ever face on this journey: a fight against cancer.",174,journey,But #### is strong!,33118ec40abf957bff83f172c0b2974c,167,journey
60,"Others laugh, give me a high five, congratulate me on beating ovarian cancer.",I don't think it’s an enemy that anyone beats.,45,beats,I do not claim to be healed.,51c3e56360bf03feb204056e07540693,40,battle
1198,My friend ###### was recently diagnosed with thyroid cancer.,This news has been especially difficult because only several months ago he lost his aunt to a battle with leukemia.,100,battle,######’s papillary thyroid carcinoma has metastasized or spread to his lymph nodes already.,d49a4bdae7cebadb0bcab63c108f0e62,94,battle
935,"As most of my family and friends know by now, my cancer is back.  ",I am sitting here again in the infusion chair asking for help financially to aid in my fight against this dreadful disease.  ,92,fight,"For those that don’t know, I was diagnosed with stage 1b2 cervical cancer (adenocarcinoma) in January of 2016.  ",793a1ef1bcb9587cc3e09805d2b2afbb,87,battle
453,"Beautiful"" tells the story of a young girl who is diagnosed with cancer.","She is faced with not only the battle of the disease itself, but with the struggles of identity that will ultimately force her to grow into a strong and beautiful woman while the disease runs it's course.",37,battle,"The film is inspired by my own father's diagnosis with the life-defining disease, and as such is a project that carries with it a very powerful meaning.  ",65e48ade017fa4dd20c556823b26e818,31,battle
390,I want to be a store that inspires.,That reminds other cancer fighters or those going through a hard time that they are not alone in this journey.  ,109,journey,#### like you're alone?,41a5a43f1a5be293a3be7c4fc34ac7ed,102,journey
90,In Memory Of,"After you make a donation and know someone who has fought, is fighting or sadly lost their fight to cancer please e-mail their name to <LINK>",96,fight,and we will make sure to include their name in our In Memory of section in the films credit.,b3c270c8f196e9fa618ce10e71321b53,91,battle
902,"She is a single mother, a sister, a daughter, a niece, a friend to so many and an incredibly strong woman fighting the fight of her life.",She is my husband's cousin and a dear friend of mine and currently battling stage 4 breast cancer.,75,battling,She lives in ########### and is undergoing very expensive treatment which insurance covers only partially.,17701c1f422f4c104f49b52c8fc532e0,67,battle
669,#### has Stage 4 colon cancer that has spread to his brain and liver.,"We are going to fight this, but it has come as a major shock to my sister and #### and the whole family.",21,fight,"We Need Your HelpMark is continuing to try and work, but with the cancer in his brain and his available treatment options, money may not be coming in while he is in recovery.",f41932198a20d9035538896490c6473f,16,battle
9,"That has been a journey, just as life has been, and God-willing, continues to be, day-after-blessed-day.","I wish you a safe, (relatively) sane and exciting journey.",57,journey,"And the desire, the commitment, the conviction, to LIVE, and to write YOUR story, day-after-blessed-day-after-blessed day-AFTER-BLESSED-DAY.",a034469be45554c7f00590ea9d5aafe1,50,journey
1216,"He has received a cancer diagnosis and spent almost 2 weeks in the hospital with 8 fractured vertebrae, severe pain, anemia, high fever and inability to walk.",We need to raise money that will help him in his fight for his life.  ,54,fight,#####’s diagnosis is ################.  ,b3f6e6b4890354fd6f56c16bd602e020,49,battle
1386,"People went out of their way to help me, cried with me and prayed for us.","Then our family began to get the news and like a true army getting ready for battle everyone began to offer their time, effort, prayers, and support.",83,battle,So Will and I are on our way to #######.,4b685263d63eadf36cc050a0c5c640b5,77,battle
1187,With your assistance and ultimately the power of God we can accomplish this goal of beating cancer together.,"Although this is a very strange time for me where each day I am battling changes in my body, experiencing a decrease in energy, and struggling to maintain mental focus through my healing process, this journey has taught me a lot about myself and how to endure and wait on God's power.",208,journey,My plan is to have a great testimony when this is done so that others may receive the very same blessing I will be receiving.,0f0612237d2ccde0c4107bb66444fe79,201,journey
361,"When her mother tells her that she has nothing left to live for, the young woman blames it on herself for not being able to keep her mum happy and proud.","In a desperate attempt to dissuade her mother from giving up, #### takes her on a journey throughout time, reminding her of who they've been and what they've done together, since she was a small girl until now.",89,journey,"#### does even more than that, suggesting a new life for #########, a new start, a new hope.",0acf6c4a57d3e55ce927209009ee58b3,82,journey
71,You can get a feel for my writing and what the book'll be like here.,"I'm hoping that this book will help anyone who's ever heard the words ""it's breast cancer"" or who's ever had a battle with their brain.",117,battle,And I'd also like to take this opportunity to remind you to #CheckYourChebs while you're here.,7f37e2c81f31aad796d25d18028dd0e4,111,battle
1336,"While kicking cancer's butt, we are also fighting against surgical procedures, sedations, infections and costly financial obligations.","####### has been receiving hospitalized cancer treatment since December 15th, and continues to fight cancer in the hospital while receiving treatment and close monitoring.",100,fight,"Although ####### is health insured, the out of pocket medical expenses are accumulating daily.",0bdc20775692f765592a828fa3c326c1,95,battle
1363,so please keep him in your prayers..,As he is Fighting this Fight today   **important that i note that the family did not ask for anything,28,fight,but I think this is the least we can do for our Brother**Semper Fi,1d820cd3976701162714a7a3fa3874a4,23,battle
767,We will do whatever it takes to beat these horrible diseases.  ,"We need everyone's help in any way possible, small or large, even a simple thought or prayer would be wonderful for this long journey ahead of us.  ",133,journey,All donations will go directly towards medical expenses.,55ff865f95ad41840ac93c63c3556319,126,journey
1069,We need to raise the money to pay for the injections that will be given at ##################.,Please help us fight for #####.,20,fight,Thank you!,7f79e7c7b140076e17e3685a834e9063,15,battle
64,,###################### is the creative result of my journey with breast cancer.,59,journey,"The project focuses on the publication and promotion of a book I’ve written called ############### ##################, in e-book and printed formats.",272b6841d6e35675c37dfce6f7abdace,52,journey
6,It –writing this book—has been a hell of a journey.,"It’s brought me to the depths of despair, to the highest peaks of exhilaration; it’s caused me to ""anesthesize"" more than I have ever before in my life and it’s put me on back on the path to physical and emotional health",187,path,", I path which I hope, and intend, to continue to walk with firm footing; it’s made me hate beyond a level to which I would have believed I was capable, and love with a fuller heart, also blessedly beyond which I previously believed I was capable.",a034469be45554c7f00590ea9d5aafe1,183,journey
173,A healthy addiction to competitive figure skating.  ,"During the filming, ####, who could be whisked away at a moment's notice from ########## to a war zone, suffered from anxiety, fear and stress-induced injuries, and fought for time to practice his skating program.  ",171,fought,"Doctor ##### was consumed with his busy practice in #########, but was separated from his wife and son, which weighed on his mind as he trained with his pairs partner.  ",0f72a8d0ccc5c33859c6a4de9fc9d680,165,battle
437,"It follows my journey with #######’s ########, from diagnosis at 19 to remission, to relapse and to learning my mortality.","It is a first-hand account of facing cancer at a young age, but in a broader sense it explores what cancer actually is, the effects it has on the body, mind and those around us, and how we fight it – aspects",194,fight,I did not know or understand when diagnosed and throughout much of treatment.,02a6b2d3d7895a65e52dbc13b814ddc6,189,battle
1340,"He is such a positive, determined, and enthusiastic young man.  ","He knows he can beat this, especially with all the love and support he has gotten from everyone around him.  ",20,beat,He is strong and he will remain #############!,9992b1bd2a248ec7ebadeff5dd6be2ad,16,battle
1070,She ́s the one to whom we owe the professionals we are today and all the achievements we have had.,"The one who taught us that although not so good times come, we have to keep fighting and if we fall we get up.",84,fighting,"The one that during her second pregnancy, even though the doctors had told her that she could not have any more children after my brother, because of his condition and after the risk of her first pregnancy, she decided that she ́ll have me.",4c593afefb217e65b88b25fab83dfdba,76,battle
306,The first photos will portray ##### before she was diagnosed with cancer -- in color and printed on a metal backing.,"The photos will become larger and eventually turn to black and white, printed on canvas, as they move into the chemotherapy part of her journey.",143,journey,"Once the chemo is over, the photos will go back to color, printed on metal, and become smaller and smaller.",1a30993a9f1cf63fb6e3493689d7ead8,136,journey
271,"###### finds himself surrounded by a group young, old, savvy, energetic, snappy, and colorful group of women who refuse to allow cancer or ######, to spoil their life.","With the stress of being cured and the issues of facing responsibility, ###### must embark on a hilarious, insightful and meaningful journey through the words and actions of these female patients.  ",140,journey,There is nothing funny about having a serious and life-threating condition.,f694dbe0aab3f786e3db867bf89b8530,133,journey
232,"She started her formal training at ################################################## in #######, ##, and has also lived and studied in ########, #####, and ######, #######.","She is a graduate of ########################################### and ############################# in ##### in ######, and was only 17 when cast as the lead understudy in ""##### and Garden"" at the Tony Award-winning ##### Theatre in #######.",215,winning,"She starred in the film TRUE STORY, which won ####################### at ######### in #######, and most recently starred in plays at the ############# ####################.",9accdd1d4f202ef923e021ee8e055108,208,battle
878,They are especially grateful for the tremendous support from their caring friends and family.  ,We're all working together to fight this terrible disease and develop a new normal.,35,fight,"How ################ the loss of ####'s income, increasing medical bills and the challenging needs of their two children, ages 2 and 5",5c373f703de4d944f3e991dccf482206,30,battle
1190,"God's will, he can heal her from this cancer and restore her.  ",She is in good spirits despite the side effects of chemotherapy and is fighting the good fight.,79,fighting,"If you feel led to assist them financially, donations of any amount would be a blessing to them.  ",8e14664d3c567334dd2b7470616b8445,71,battle
835,: This is perhaps the most impactful thing that you can do for Ash!,The more people who know about this wonderful man and his fight the better.,63,fight,"I’m sure people will do what they can, but only if they know.",b9105cf12cf8bfe6c39f91dfb59cc3c1,58,battle
210,"""A cancer diagnosis affects the entire family, and discussing it with young children can be difficult in so many ways.","Mama's ###### is a delightful, interactive story that will help parents approach this difficult journey in a way that protects their child's emotional health and strengthens their bond along the way.""   ",103,journey,"""As a counselor, I so appreciate the communication tools ####'s ###### provides families.",5fa9359df5792e368df5f45a71379ec2,96,journey
202,"I have no private insurance, and while provincial healthcare will cover all my hospital expenses, there are many other costs I will be facing.",I need to raise funds to help with this battle.,46,battle,"I am undergoing surgery the week this ########### begins, and facing the unknown of extra expenses associated with my operation and subsequent cancer treatment.",39b1e035b16701e255e43767d193067d,40,battle
968,"Doctors are optimistic that at my father’s young age, with this treatment, he has a very good chance at remission.","You can help my father access this much-needed treatment and help him battle for his life, by donating and sharing this post with others.",76,battle,"It doesn’t matter how small or large, every donation helps.",e5fb7c810b5e2004cc89985455f5c721,70,battle
162,All we really want is our home.  ,"Unfortunately, with what she did to us it also means that in our fight, after almost 5 years of fighting the bank might be able to force us to move.",70,fight,"That means that after almost 5 years of fighting, because of this one act we might have to leave our home and still keep fighting them after.",223eaadc4ee879f9395a7779da436f7f,65,battle
587,"Other days I go to doctor appointments, work, visit my mother, walk the dog, run errands and do chores.","Most days I fight depression, battle with anxiety, struggle with body image, ache with pain and toile over the meaning of life and what my purpose is.",36,battle,I am on a roller coaster that I cannot control.,651db5512c85cabd318fbca3a80e3347,30,battle
847,###### is a single Mom to two boys and is worried about them and how they will handle this.,She is staying strong for them and is going to stay positive and beat this.,69,beat,"If you can please. consider donating to ######, so she can concentrate on her cancer treatments, healing and time with her boys instead of stressing about living expenses.",ce625805adc9b8a86c23bc4ced61bfce,65,battle
63,"################# memoir, ###############, about coming to terms with his own terminal cancer is a seminal work.","My book is a woman’s story of being reduced to the most basic struggle for survival, a story of suffering, of fear, of the path back to good health.",127,path,"This book is a love poem ultimately, the story of all the people around me--of my husband, my sisters and family, fellow writers and the vast network of friends I am lucky enough to enjoy, who live all over the country.",51c3e56360bf03feb204056e07540693,123,journey
