donation,cond_sex,cond_metaphor,past_donations,urgent,sympathy,self_cancer,ff_cancer,gender,education,socioeconomic,age
25,male,journey,7,6,6,Y,Y,NB,P,75-100k,29
46,female,battle,12,4,6,Y,N,F,P,75-100k,26
41,female,journey,0,6,6,N,Y,M,B,10-25k,62
25,female,journey,5,6,5,N,N,OO,D,>150k,76
0,female,battle,0,5,6,OO,N,M,HS,>150k,33
25,female,battle,21,4,4,Y,N,F,D,>150k,19
7,male,battle,0,5,5,N,N,M,M,10-25k,20
34,male,battle,0,4,4,Y,N,F,P,10-25k,26
22,female,literal,0,6,4,OO,N,F,A,100-150k,52
35,female,battle,5,6,5,N,N,M,HS,25-50k,51
12,female,battle,2,5,6,N,Y,F,<HS,50-75k,39
7,female,battle,1,6,6,N,N,F,B,75-100k,76
39,female,journey,11,6,6,N,N,M,<HS,75-100k,26
34,male,literal,2,4,4,N,N,NB,M,>150k,73
6,male,literal,0,6,4,OO,N,M,OO,100-150k,77
7,male,battle,4,6,6,N,N,F,P,25-50k,18
25,female,literal,9,6,6,N,Y,M,<HS,50-75k,33
27,female,literal,0,6,6,N,Y,F,M,25-50k,77
50,male,literal,16,6,6,N,N,NB,B,100-150k,68
50,male,battle,10,6,6,N,N,M,A,>150k,28
26,male,journey,2,6,6,N,N,F,<HS,25-50k,77
13,female,literal,0,6,5,N,Y,M,A,25-50k,20
20,female,literal,2,6,6,N,OO,F,M,>150k,64
28,male,literal,0,6,6,N,N,M,P,OO,35
11,male,literal,1,4,6,N,N,M,HS,OO,65
0,male,literal,4,5,6,N,N,F,P,50-75k,25
47,male,battle,4,6,6,Y,Y,F,<HS,75-100k,22
25,female,battle,0,5,5,OO,OO,M,B,>150k,57
25,female,journey,5,5,4,N,Y,M,B,25-50k,25
12,male,battle,5,6,6,N,N,F,HS,100-150k,71
27,female,battle,1,3,6,N,N,M,P,100-150k,32
19,female,literal,6,6,5,Y,Y,F,OO,<10k,76
7,male,battle,0,5,5,N,N,M,A,75-100k,54
33,male,literal,2,5,5,N,N,F,<HS,100-150k,49
4,male,literal,10,5,6,N,Y,F,HS,OO,34
9,male,battle,3,4,5,Y,N,F,A,50-75k,79
34,female,journey,2,5,6,N,Y,M,B,25-50k,25
46,female,battle,4,5,6,Y,N,OO,A,10-25k,30
12,male,literal,6,6,5,N,Y,F,<HS,50-75k,31
36,male,literal,2,6,6,N,N,M,D,25-50k,69
0,male,battle,0,5,5,Y,N,M,<HS,>150k,73
48,male,battle,6,5,5,N,OO,M,D,10-25k,62
28,male,journey,4,5,6,N,Y,M,M,100-150k,24
49,female,literal,1,5,5,N,N,F,A,10-25k,41
33,male,battle,0,6,5,N,OO,NB,<HS,>150k,25
16,male,literal,5,6,6,N,Y,F,<HS,50-75k,63
41,male,journey,1,6,4,Y,Y,F,D,50-75k,29
25,female,journey,0,6,5,N,OO,F,M,10-25k,67
25,female,literal,4,6,6,N,N,F,B,100-150k,38
33,female,journey,7,4,6,OO,N,M,M,25-50k,23
36,male,battle,1,5,5,N,N,M,M,25-50k,25
25,male,battle,1,4,4,N,N,M,A,25-50k,56
35,male,journey,3,5,6,N,Y,M,D,<10k,19
16,male,literal,9,6,6,Y,Y,F,A,75-100k,25
3,male,literal,3,6,6,N,N,F,A,10-25k,22
22,female,literal,3,6,6,Y,N,M,B,10-25k,61
0,male,literal,3,5,4,OO,Y,NB,OO,10-25k,28
34,female,battle,11,6,2,N,N,M,HS,25-50k,39
27,female,literal,8,6,5,N,N,M,M,10-25k,54
12,male,battle,0,5,5,N,Y,M,A,>150k,19
7,male,battle,0,5,6,N,N,F,D,<10k,58
28,male,battle,2,6,6,Y,Y,OO,<HS,25-50k,68
50,female,journey,3,6,6,N,Y,F,OO,50-75k,42
11,male,battle,1,6,6,OO,N,OO,OO,>150k,36
50,male,battle,18,6,5,OO,N,M,P,<10k,27
24,male,battle,2,2,6,N,Y,F,M,>150k,69
41,male,battle,1,5,6,Y,Y,M,M,<10k,30
0,male,literal,0,6,6,N,N,M,P,75-100k,34
40,female,literal,5,6,6,N,Y,F,D,100-150k,24
31,female,literal,11,2,6,Y,N,M,<HS,10-25k,59
38,male,literal,2,6,4,N,N,M,OO,10-25k,70
39,female,literal,3,6,5,N,N,F,M,50-75k,42
50,female,battle,2,6,6,N,Y,OO,P,10-25k,45
46,female,literal,0,6,6,N,Y,M,HS,25-50k,63
0,female,literal,5,6,6,Y,N,M,M,75-100k,49
6,female,journey,3,2,6,N,Y,F,A,100-150k,22
39,female,journey,4,5,6,N,Y,M,B,100-150k,22
30,male,literal,5,6,6,N,Y,F,B,100-150k,47
0,male,journey,0,6,6,N,N,M,P,75-100k,47
0,male,literal,0,5,6,N,Y,F,<HS,75-100k,65
2,male,battle,2,6,3,N,Y,F,D,OO,53
1,female,literal,2,5,6,N,Y,M,B,<10k,64
26,female,literal,1,4,3,N,Y,M,D,75-100k,35
13,male,journey,8,6,3,OO,N,M,P,25-50k,68
50,female,battle,17,5,6,N,Y,F,B,>150k,37
50,female,journey,8,6,5,N,OO,F,A,<10k,38
50,male,literal,1,5,6,Y,Y,M,B,OO,41
25,male,battle,5,5,5,Y,N,F,B,25-50k,44
25,female,literal,1,6,6,N,Y,M,P,OO,73
29,female,literal,3,6,6,N,N,NB,A,OO,28
23,female,literal,4,6,6,N,N,F,B,50-75k,59
40,female,battle,11,6,6,N,N,M,A,<10k,18
25,female,literal,1,6,5,N,Y,F,B,<10k,41
41,male,battle,7,5,6,N,N,OO,P,100-150k,75
25,male,battle,4,6,5,OO,N,OO,D,25-50k,25
17,male,journey,1,6,5,OO,Y,F,P,<10k,71
16,female,literal,7,6,6,N,Y,F,M,<10k,29
26,female,literal,1,6,5,N,N,M,A,75-100k,47
28,male,journey,4,5,5,OO,Y,M,<HS,75-100k,55
47,female,journey,1,6,6,OO,Y,M,OO,25-50k,63
26,female,journey,3,5,5,N,N,M,B,OO,41
39,female,journey,10,6,6,N,Y,M,<HS,OO,75
10,male,battle,0,5,6,N,Y,F,OO,10-25k,48
38,male,journey,7,5,6,N,Y,F,HS,50-75k,72
0,female,literal,0,6,6,N,Y,M,B,<10k,20
50,male,journey,1,6,6,N,Y,M,OO,<10k,46
50,female,battle,13,5,6,OO,Y,M,B,OO,31
6,male,literal,1,5,6,N,N,F,A,OO,36
15,female,battle,10,5,6,Y,OO,M,<HS,25-50k,23
28,male,literal,21,6,6,N,N,F,A,>150k,61
17,female,literal,1,6,6,N,OO,F,D,>150k,65
42,female,battle,16,5,5,Y,N,F,D,25-50k,65
30,male,battle,0,6,2,N,N,M,OO,OO,25
11,male,literal,8,6,6,N,N,M,M,100-150k,39
22,female,battle,1,6,5,N,N,F,HS,50-75k,67
50,female,battle,4,6,5,N,Y,F,A,OO,60
25,male,battle,24,6,6,N,N,OO,B,75-100k,77
29,male,journey,1,6,6,N,Y,M,M,10-25k,54
7,female,battle,1,5,6,Y,Y,M,P,50-75k,55
40,male,journey,17,6,6,N,N,M,M,25-50k,43
25,male,battle,7,6,6,N,N,M,<HS,>150k,44
12,female,literal,0,6,4,N,Y,F,A,50-75k,18
36,male,battle,7,3,6,N,N,F,D,25-50k,56
28,male,journey,1,6,6,OO,Y,NB,<HS,25-50k,60
25,male,battle,1,5,6,N,N,M,D,75-100k,35
39,male,battle,7,6,6,N,OO,M,P,100-150k,42
7,female,battle,0,6,6,Y,N,OO,<HS,75-100k,39
25,male,literal,17,6,5,N,OO,M,B,10-25k,69
11,female,literal,2,6,6,N,Y,M,M,OO,29
1,female,battle,10,4,6,N,Y,M,P,<10k,68
25,male,battle,0,5,5,Y,N,F,A,25-50k,52
6,male,journey,1,5,4,OO,N,OO,A,75-100k,21
30,female,battle,8,5,5,Y,Y,F,P,25-50k,68
5,female,battle,6,4,6,N,N,M,A,75-100k,21
25,male,journey,0,6,4,OO,N,M,HS,<10k,61
32,male,journey,0,5,5,N,Y,F,HS,<10k,48
25,male,journey,2,6,6,Y,Y,NB,OO,75-100k,75
25,female,literal,0,6,6,N,Y,M,<HS,>150k,79
50,male,journey,1,2,6,N,N,F,M,10-25k,54
40,male,literal,9,6,6,N,OO,M,HS,25-50k,68
30,female,battle,6,6,5,N,Y,F,D,<10k,64
25,female,journey,7,6,6,Y,N,OO,HS,<10k,65
12,female,journey,6,4,1,N,Y,F,HS,10-25k,78
36,male,battle,6,6,6,N,N,F,A,50-75k,27
37,female,literal,1,6,4,N,OO,F,A,25-50k,72
48,male,journey,0,6,6,N,Y,M,P,OO,62
3,male,literal,0,6,4,N,Y,M,M,25-50k,44
37,male,journey,1,4,6,Y,Y,F,A,<10k,78
46,male,journey,1,6,5,N,N,M,A,10-25k,46
4,female,journey,3,6,6,OO,N,M,A,25-50k,47
11,male,journey,23,5,6,OO,OO,M,B,50-75k,55
30,male,literal,4,6,5,N,Y,NB,OO,75-100k,54
27,male,journey,5,5,6,N,N,F,M,>150k,43
25,male,journey,0,6,6,N,Y,M,M,75-100k,25
27,female,journey,2,6,4,OO,N,M,OO,75-100k,21
21,female,battle,7,6,6,N,OO,F,HS,50-75k,65
32,male,journey,0,6,4,N,N,F,<HS,50-75k,19
24,female,battle,1,6,6,N,N,OO,D,75-100k,57
30,male,journey,0,5,6,OO,N,F,A,>150k,42
42,male,literal,4,6,5,Y,N,F,<HS,10-25k,35
25,male,literal,6,5,6,Y,N,F,A,100-150k,36
0,male,journey,1,6,6,Y,Y,F,D,25-50k,55
26,male,journey,2,6,6,N,Y,OO,M,OO,59
49,male,journey,4,5,4,N,N,F,B,50-75k,37
6,male,literal,2,6,6,N,Y,F,D,10-25k,19
16,male,literal,2,5,5,Y,Y,F,OO,<10k,18
0,male,battle,1,6,6,Y,Y,F,P,OO,40
0,female,literal,8,6,6,N,N,F,<HS,100-150k,68
32,female,journey,2,6,6,N,Y,F,M,>150k,29
50,female,journey,2,6,5,N,Y,F,<HS,25-50k,69
50,male,literal,0,6,6,N,N,F,D,25-50k,45
16,male,journey,2,6,6,N,Y,F,D,10-25k,37
9,female,journey,1,5,2,OO,Y,M,A,25-50k,21
16,female,journey,1,4,5,N,N,F,P,OO,68
42,female,battle,10,6,6,OO,Y,F,OO,25-50k,78
0,female,battle,4,6,5,N,N,M,P,75-100k,25
25,female,battle,4,6,6,Y,N,M,OO,100-150k,50
50,male,battle,9,5,6,N,Y,M,M,50-75k,44
31,male,literal,11,6,3,OO,N,M,HS,100-150k,50
25,male,battle,2,6,5,N,N,F,A,75-100k,32
50,female,journey,1,5,3,N,N,F,P,10-25k,34
7,female,journey,0,4,4,N,N,F,M,25-50k,23
10,female,battle,5,6,6,N,OO,F,M,10-25k,46
6,female,literal,2,5,4,N,N,OO,B,100-150k,22
1,female,literal,1,6,5,N,N,NB,HS,OO,44
3,female,journey,2,6,6,N,N,M,<HS,10-25k,47
25,male,journey,4,2,6,N,N,F,M,75-100k,26
11,female,journey,3,6,6,N,Y,F,<HS,>150k,20
2,male,literal,2,4,6,N,Y,F,B,>150k,51
36,female,literal,5,6,6,Y,Y,F,A,>150k,38
0,female,journey,9,3,6,Y,N,F,M,75-100k,79
41,female,battle,3,5,4,Y,OO,OO,HS,50-75k,39
19,female,battle,13,6,4,OO,OO,F,P,75-100k,77
33,male,battle,5,5,4,OO,N,F,<HS,>150k,20
34,female,literal,0,6,5,N,OO,F,M,OO,74
45,male,battle,10,6,6,OO,Y,M,P,OO,70
25,male,journey,4,6,4,N,N,F,P,10-25k,57
0,female,battle,19,5,6,OO,N,F,HS,>150k,43
50,male,literal,2,6,5,Y,OO,F,<HS,75-100k,58
31,male,journey,0,5,6,OO,Y,F,<HS,<10k,42
25,female,literal,7,5,4,Y,Y,F,OO,OO,42
15,female,battle,1,4,6,N,OO,OO,OO,75-100k,73
0,female,battle,1,6,6,N,N,M,OO,OO,64
2,male,battle,0,6,6,N,OO,F,HS,10-25k,60
25,male,battle,14,6,6,N,OO,F,D,OO,22
6,female,literal,2,6,6,N,N,M,HS,100-150k,36
6,male,journey,11,5,4,N,OO,OO,B,75-100k,32
40,female,literal,11,6,6,OO,OO,M,D,<10k,36
13,female,battle,1,6,6,Y,N,F,<HS,10-25k,47
48,female,literal,1,6,6,N,Y,NB,HS,25-50k,65
0,female,journey,0,5,5,Y,N,F,A,OO,59
25,female,journey,0,5,6,N,N,F,M,OO,41
43,male,battle,7,6,6,Y,N,F,B,OO,31
50,male,battle,7,6,6,Y,Y,M,P,75-100k,71
30,female,battle,0,3,5,N,Y,F,D,<10k,55
50,female,journey,14,6,6,N,OO,F,HS,100-150k,62
17,male,literal,13,3,6,N,N,F,P,50-75k,63
4,male,literal,0,3,5,N,N,F,HS,>150k,50
40,female,battle,0,6,6,N,N,M,P,25-50k,20
39,male,journey,6,6,4,Y,N,M,OO,10-25k,75
25,female,journey,10,6,6,OO,Y,M,A,50-75k,73
50,female,battle,1,5,6,N,Y,F,HS,OO,74
39,male,literal,3,6,4,N,Y,F,P,<10k,36
23,female,journey,1,6,6,N,N,F,<HS,>150k,38
32,male,battle,6,6,6,N,Y,M,P,25-50k,54
8,male,journey,5,5,6,Y,N,F,HS,100-150k,44
50,female,battle,1,4,5,N,OO,F,M,<10k,34
13,female,literal,2,5,6,OO,N,F,A,50-75k,28
20,female,journey,2,6,5,N,Y,F,A,OO,50
14,female,journey,5,6,6,N,N,OO,B,25-50k,67
0,male,journey,7,6,6,N,Y,NB,B,<10k,65
22,female,journey,5,6,5,N,OO,F,A,50-75k,61
38,female,battle,7,6,6,N,N,M,B,10-25k,45
34,female,literal,0,1,6,N,Y,M,M,75-100k,44
10,male,journey,5,5,6,Y,Y,F,B,75-100k,43
10,female,literal,2,5,6,OO,N,M,<HS,50-75k,38
22,male,battle,9,6,4,N,Y,F,M,<10k,26
50,female,journey,6,6,6,N,N,F,D,50-75k,62
2,female,literal,1,3,5,Y,N,OO,D,>150k,56
26,male,journey,4,5,5,N,N,F,OO,10-25k,55
27,female,journey,0,5,6,N,N,F,A,75-100k,55
34,female,literal,5,6,6,N,N,F,P,25-50k,48
43,female,battle,13,6,6,N,N,OO,HS,100-150k,42
0,female,literal,0,5,5,N,Y,F,D,75-100k,59
50,male,literal,13,5,6,N,Y,NB,OO,25-50k,55
29,female,literal,2,6,6,OO,N,F,B,75-100k,40
50,male,battle,2,5,6,Y,Y,OO,OO,10-25k,64
38,male,journey,1,6,6,OO,Y,M,D,OO,23
4,female,literal,10,4,6,OO,N,M,B,75-100k,31
25,female,battle,0,5,6,N,N,M,B,<10k,30
6,male,journey,9,5,6,N,Y,M,OO,25-50k,32
12,male,literal,30,6,6,OO,Y,M,OO,75-100k,61
40,male,literal,20,6,6,N,Y,M,B,10-25k,41
0,male,literal,3,6,6,Y,Y,M,HS,<10k,77
49,male,journey,1,6,4,N,Y,M,M,10-25k,56
20,male,journey,4,6,4,N,Y,M,D,25-50k,67
2,female,battle,0,5,5,N,N,M,P,100-150k,61
8,female,journey,4,5,6,N,N,F,<HS,<10k,21
13,female,battle,16,6,4,N,Y,M,P,OO,55
23,male,journey,0,3,5,N,Y,M,A,100-150k,52
36,male,battle,2,6,6,N,N,M,<HS,<10k,39
0,female,journey,4,6,5,N,N,NB,HS,100-150k,57
32,female,journey,6,5,5,N,Y,M,<HS,100-150k,41
30,male,literal,5,6,6,N,N,M,A,50-75k,35
25,female,literal,2,3,6,N,N,NB,OO,10-25k,64
42,male,journey,10,4,6,N,N,F,HS,100-150k,68
50,male,journey,4,4,6,N,N,OO,M,100-150k,31
26,female,battle,1,6,6,N,N,F,<HS,>150k,58
4,male,literal,7,3,5,N,OO,M,B,75-100k,53
25,male,battle,10,6,5,OO,N,M,B,75-100k,32
26,female,battle,6,3,6,N,Y,M,OO,25-50k,27
48,female,literal,3,6,3,OO,Y,M,OO,75-100k,67
20,male,literal,0,5,6,N,Y,F,<HS,75-100k,66
50,female,literal,2,6,5,N,N,M,<HS,100-150k,20
25,female,literal,0,6,6,N,N,F,P,100-150k,72
50,female,literal,1,5,6,N,Y,M,D,10-25k,56
28,male,battle,2,5,4,N,Y,F,HS,OO,66
0,male,literal,0,4,4,N,N,M,D,100-150k,68
41,female,battle,0,5,4,N,Y,M,HS,100-150k,79
13,male,battle,8,4,6,OO,Y,M,M,75-100k,34
25,female,battle,3,6,6,N,Y,M,HS,<10k,61
40,female,literal,0,6,3,OO,OO,OO,HS,10-25k,67
46,female,battle,13,6,6,N,N,OO,M,75-100k,19
25,male,journey,8,4,5,Y,N,M,OO,50-75k,67
25,male,battle,1,6,4,OO,N,OO,OO,100-150k,22
42,male,literal,17,6,6,N,N,F,A,>150k,28
30,female,battle,3,4,6,N,Y,M,OO,>150k,51
5,male,journey,10,6,6,N,N,M,B,>150k,20
43,male,literal,5,5,5,OO,OO,F,D,100-150k,66
21,female,literal,1,6,6,N,Y,F,<HS,25-50k,69
50,male,battle,1,3,6,N,Y,M,A,25-50k,52
0,female,literal,14,6,6,N,Y,M,OO,10-25k,30
25,female,battle,10,5,5,Y,Y,F,HS,>150k,34
25,female,journey,3,5,6,N,Y,M,OO,25-50k,55
25,male,battle,0,6,5,N,Y,M,<HS,50-75k,38
19,female,journey,4,6,6,N,OO,M,B,>150k,67
44,male,literal,1,6,6,N,N,OO,D,50-75k,64
4,male,journey,0,6,6,N,N,F,<HS,>150k,21
34,male,literal,16,6,6,N,N,F,A,10-25k,64
50,female,journey,0,6,6,N,N,M,A,10-25k,57
21,female,literal,6,6,4,N,OO,M,HS,<10k,79
0,male,journey,4,5,4,N,N,M,P,<10k,75
35,female,literal,10,6,6,N,Y,F,D,>150k,44
50,female,battle,8,4,6,N,N,F,P,100-150k,72
7,male,battle,2,5,6,N,N,F,OO,>150k,34
36,male,literal,2,6,6,N,Y,NB,D,100-150k,39
43,female,battle,4,6,6,Y,N,F,OO,25-50k,23
3,male,battle,0,6,4,N,N,M,HS,<10k,59
31,male,literal,1,6,6,N,N,F,B,10-25k,53
7,female,battle,5,6,6,N,N,NB,P,>150k,76
36,male,journey,2,5,6,N,N,OO,A,100-150k,34
47,male,journey,3,5,6,N,Y,M,M,10-25k,38
9,female,journey,20,6,6,N,OO,F,M,10-25k,78
31,female,literal,9,4,6,N,Y,OO,P,<10k,57
25,female,literal,4,6,5,N,Y,F,P,25-50k,19
7,male,literal,0,6,1,OO,N,NB,M,>150k,74
11,male,literal,5,6,6,Y,N,NB,P,100-150k,44
18,female,battle,2,4,6,N,N,M,M,10-25k,70
0,male,battle,6,6,5,N,Y,M,P,75-100k,64
42,female,journey,1,5,5,OO,Y,M,P,10-25k,68
30,female,journey,0,5,5,N,N,OO,B,25-50k,24
0,male,journey,4,4,6,N,Y,OO,A,75-100k,42
13,male,battle,1,4,6,OO,Y,M,D,100-150k,73
21,male,battle,0,4,5,Y,N,F,B,OO,70
12,female,literal,11,6,6,Y,OO,F,M,>150k,53
43,female,literal,2,5,6,Y,N,M,OO,<10k,68
22,female,battle,13,6,6,N,Y,F,D,50-75k,40
0,female,literal,0,5,6,Y,Y,M,P,>150k,60
38,female,journey,7,4,6,OO,Y,NB,P,75-100k,34
48,male,journey,24,6,4,N,OO,F,D,50-75k,24
47,female,battle,2,6,5,N,Y,M,A,50-75k,67
46,male,battle,25,5,6,N,N,M,<HS,<10k,50
3,male,battle,1,5,6,N,N,F,P,25-50k,50
11,female,journey,1,5,6,Y,N,M,OO,10-25k,41
37,male,literal,5,3,6,N,Y,OO,P,75-100k,29
24,male,literal,1,5,5,N,N,OO,OO,25-50k,47
0,female,journey,2,5,6,N,Y,F,D,25-50k,56
29,male,journey,13,3,5,N,Y,M,B,OO,37
5,female,journey,4,5,6,N,N,F,A,100-150k,68
45,female,battle,4,6,5,N,N,M,M,10-25k,21
38,male,literal,6,6,6,Y,Y,NB,M,100-150k,78
25,male,journey,11,5,5,N,Y,F,P,100-150k,37
50,male,journey,7,6,6,OO,Y,NB,A,25-50k,41
50,female,literal,15,5,4,N,N,M,D,75-100k,46
0,male,journey,1,5,5,N,N,M,D,OO,38
33,female,literal,2,6,5,N,Y,F,OO,OO,34
23,female,battle,1,5,6,Y,N,F,<HS,OO,62
25,female,literal,25,6,6,OO,N,F,HS,<10k,36
40,female,journey,15,5,5,Y,Y,F,A,>150k,41
39,female,journey,0,6,6,N,N,M,HS,<10k,18
0,female,literal,1,6,6,N,N,F,<HS,>150k,41
3,male,battle,2,6,5,N,N,M,<HS,100-150k,58
25,female,battle,4,6,6,Y,Y,M,A,25-50k,31
47,female,literal,4,6,5,Y,N,F,HS,OO,74
21,male,battle,9,6,5,N,N,M,P,75-100k,70
27,female,journey,11,6,6,Y,Y,NB,P,10-25k,29
25,female,literal,4,6,5,N,N,OO,OO,10-25k,41
2,male,battle,0,6,5,N,N,F,D,100-150k,50
50,female,literal,1,6,6,N,Y,F,HS,OO,49
35,male,journey,7,5,6,Y,Y,F,D,OO,43
14,male,battle,8,6,6,N,N,F,M,<10k,40
6,male,literal,1,5,6,Y,Y,F,B,<10k,43
0,male,battle,1,5,5,OO,OO,F,<HS,75-100k,50
50,female,journey,3,6,3,N,Y,F,<HS,10-25k,43
37,female,literal,3,6,6,Y,OO,M,B,50-75k,74
13,female,battle,3,5,5,N,Y,NB,A,<10k,34
37,male,journey,2,6,5,N,N,OO,OO,10-25k,75
3,male,journey,1,6,5,Y,N,M,M,OO,60
18,male,battle,1,4,5,N,Y,F,P,25-50k,67
11,female,journey,15,6,6,N,OO,F,OO,75-100k,75
41,female,journey,3,6,6,N,Y,F,OO,<10k,72
25,male,battle,11,6,5,N,N,M,D,50-75k,70
16,male,literal,26,6,5,N,N,M,HS,50-75k,25
27,female,journey,0,5,6,N,Y,OO,<HS,75-100k,25
3,male,battle,3,6,6,N,Y,M,HS,<10k,58
2,female,battle,8,5,5,N,OO,M,D,75-100k,65
25,female,journey,11,6,4,Y,N,F,M,50-75k,21
25,female,literal,0,3,6,N,N,OO,M,25-50k,53
11,male,literal,1,5,3,N,Y,M,<HS,100-150k,25
18,female,battle,6,6,6,Y,N,OO,P,<10k,18
41,female,battle,2,5,5,N,N,F,P,<10k,73
21,male,literal,5,4,6,Y,Y,NB,M,100-150k,49
11,female,battle,3,6,6,N,N,F,P,<10k,38
50,male,literal,1,6,5,OO,Y,M,<HS,75-100k,63
25,male,battle,2,5,6,N,N,M,A,<10k,38
0,female,journey,15,6,6,N,N,M,M,50-75k,57
6,male,battle,1,5,6,N,N,M,HS,75-100k,19
5,female,literal,6,6,6,N,N,M,OO,50-75k,76
22,female,battle,4,6,6,N,N,M,P,10-25k,54
26,male,battle,0,6,6,Y,OO,F,M,100-150k,69
8,female,journey,3,6,5,N,N,M,HS,75-100k,44
50,female,journey,2,6,5,OO,N,F,M,100-150k,20
32,female,journey,0,6,6,N,N,F,D,>150k,43
17,male,literal,0,6,6,N,OO,F,OO,100-150k,64
29,female,literal,8,6,5,N,Y,F,M,75-100k,51
32,male,battle,4,6,6,OO,N,F,B,25-50k,76
42,female,journey,19,6,6,N,Y,F,A,<10k,43
49,male,literal,1,5,4,Y,N,OO,D,OO,58
21,female,journey,0,0,6,Y,Y,F,OO,<10k,29
25,male,battle,0,5,6,N,N,F,P,10-25k,78
17,male,battle,4,6,6,N,Y,M,HS,50-75k,72
25,female,journey,0,4,5,Y,Y,M,D,10-25k,29
0,male,battle,1,6,6,Y,N,M,B,75-100k,22
12,male,literal,6,6,6,N,Y,M,B,75-100k,78
25,female,journey,0,6,5,N,N,F,A,25-50k,72
47,male,battle,1,5,6,N,N,M,<HS,100-150k,57
29,female,journey,21,4,5,N,N,F,<HS,25-50k,59
25,female,journey,0,5,6,N,N,M,A,<10k,38
25,female,battle,1,6,6,Y,Y,F,B,75-100k,30
0,male,battle,2,5,6,Y,N,F,OO,<10k,51
12,male,literal,4,6,6,Y,Y,F,<HS,>150k,43
19,male,journey,12,6,6,N,N,OO,P,75-100k,52
43,female,battle,6,5,6,N,N,F,HS,25-50k,32
0,female,battle,4,6,6,N,N,F,P,<10k,63
22,female,literal,0,6,5,N,N,F,M,50-75k,61
35,female,literal,27,6,6,N,OO,F,B,50-75k,64
36,female,battle,2,6,6,OO,Y,F,P,10-25k,38
10,female,journey,2,4,6,N,N,M,D,10-25k,70
25,male,literal,1,6,6,N,Y,M,M,<10k,35
21,female,journey,0,6,6,N,N,F,A,>150k,54
0,female,battle,2,6,6,N,N,OO,M,100-150k,43
31,female,literal,1,6,5,N,OO,M,HS,>150k,43
0,male,literal,2,5,6,N,Y,F,P,<10k,48
25,female,literal,1,6,6,N,N,F,A,<10k,77
22,male,battle,7,5,6,Y,Y,M,<HS,75-100k,69
2,male,journey,2,6,2,OO,Y,F,<HS,OO,46
50,female,journey,1,6,3,N,Y,M,OO,>150k,57
34,male,battle,2,6,3,N,N,M,HS,>150k,51
48,female,literal,14,5,5,N,Y,F,M,25-50k,72
47,female,journey,1,0,6,N,N,NB,OO,<10k,55
46,female,literal,0,4,5,Y,N,NB,D,50-75k,67
31,female,literal,0,6,6,N,N,F,M,25-50k,34
50,female,journey,9,4,4,N,Y,F,M,100-150k,28
25,female,literal,1,6,5,N,Y,M,HS,>150k,51
10,male,literal,8,5,6,N,N,F,M,100-150k,57
37,male,literal,9,6,6,N,N,F,B,OO,28
7,female,literal,3,6,5,OO,Y,OO,P,100-150k,50
50,male,journey,3,4,6,N,Y,F,HS,<10k,67
0,male,battle,3,4,6,N,OO,F,D,<10k,25
22,female,journey,13,6,4,Y,N,F,OO,25-50k,70
25,female,journey,0,6,6,N,Y,NB,HS,OO,25
30,male,battle,2,6,5,Y,N,F,OO,50-75k,66
25,male,battle,2,6,6,N,N,M,M,OO,67
35,male,literal,10,6,6,N,OO,F,<HS,<10k,25
43,male,journey,5,6,6,N,N,OO,M,100-150k,62
12,male,literal,2,6,4,N,N,F,M,>150k,26
0,female,literal,4,5,4,Y,N,M,<HS,25-50k,40
27,male,journey,7,6,6,N,N,M,OO,OO,59
27,female,journey,4,6,5,OO,N,F,D,25-50k,48
12,female,battle,6,6,5,N,N,M,P,OO,30
25,male,journey,10,3,5,N,N,M,<HS,25-50k,24
5,male,literal,0,6,5,N,N,NB,D,100-150k,75
31,male,battle,9,6,6,N,N,F,D,10-25k,55
46,female,battle,0,6,6,N,N,M,M,75-100k,63
23,male,battle,15,5,6,OO,Y,F,A,OO,71
11,male,journey,1,6,5,N,N,M,A,50-75k,74
49,male,journey,2,6,4,N,OO,F,D,25-50k,41
26,male,literal,14,5,6,N,OO,M,M,75-100k,43
50,female,battle,1,6,5,N,N,M,HS,OO,60
9,female,journey,0,4,6,N,N,F,M,75-100k,66
0,male,literal,4,6,6,N,N,F,B,75-100k,38
5,female,battle,2,6,3,N,Y,M,OO,>150k,60
25,male,battle,6,6,6,N,N,M,<HS,50-75k,59
44,female,battle,0,4,6,Y,Y,M,A,>150k,28
14,female,literal,1,4,6,Y,N,OO,B,25-50k,26
12,female,battle,0,6,6,N,OO,F,OO,10-25k,75
48,female,literal,0,2,6,N,Y,F,OO,<10k,44
0,female,journey,1,4,5,N,Y,F,M,10-25k,61
13,female,battle,0,5,6,OO,Y,M,<HS,25-50k,74
25,female,literal,5,6,4,N,N,F,A,75-100k,79
38,female,journey,1,6,6,Y,N,NB,D,OO,27
15,male,journey,0,6,6,N,Y,F,M,<10k,64
38,female,battle,2,6,6,N,OO,F,D,10-25k,22
36,male,journey,8,6,6,N,N,OO,P,75-100k,76
0,female,journey,2,6,6,N,OO,F,HS,>150k,22
50,female,battle,5,3,6,N,N,M,OO,>150k,78
0,female,literal,11,5,2,N,Y,F,D,OO,61
39,female,literal,1,6,5,N,Y,M,A,100-150k,25
50,female,literal,0,6,6,N,OO,M,P,10-25k,29
1,female,journey,7,6,6,N,N,F,B,25-50k,50
42,male,journey,0,6,6,N,OO,M,OO,100-150k,66
