RAND,ppt,notes,journey,battle,gofundme_mention,sympathy,sentiment,on-topic,intensifiers,description
0.323760756,6abnep1g7q8vv1m2xudv,,,,,,,,,Jennifer is a kind girl who is fighting lymphoma and her friend is helping to raise money for her treatment.
0.661401282,qmgqw1s9mkv44ugtmeqw,,,,,,,,,Jason is a person who has contracted Lymphoma. He has a good friend that is asking for donations to help Jason with expenses during his treatment time.
0.346802088,mjxx6vftqwwy9np1ht39,,,,,,,,,"She's been diagnosed with lymphoma. She has a lot of treatments ahead, and a lot of side expenses, too. This is a bad time to need regular cancer treatments, and she's probably scared. We can't solve all her problems, but we can help solve the money problem."
0.956712603,wv2j988twx7vfw23z4mh,,,,,,,,,He is suffering from cancer. This is obviously a difficult time for him and thus he needs our help.
0.857391363,8kg6x4mdu522qolrnjue,,,,,,,,,Jason is going through a rough time with lymphomonia. he needs a little help.
0.562498994,6jw4nccvsa41hbplt20x,,,,,,,,,He is undergoing chemo treatment and is struggling.  His battle has lasted for a while and we hope he will recover.
0.759753754,29y0xdkk126od9h0ortu,,,,,,,,,He has stage II CA and his friend in raising financial support. He has a rough time ahead and every bit helps.
0.009003063,we1dszu85ny66htw7cna,,,,,,,,,He is up in spirits. His friend is trying to help out because he just got done with his firs treatment and he has to do it for 4 months every 21 days.
0.637435233,7h1flfqv750u1ncjs91t,,,,,,,,,"He has had a tough battle with cancer. His therapy is taking a lot out of him, but we think he is on the road to recovery."
0.021555146,smtxlm1bfpm9z0qp354g,,,,,,,,,Jennifer is battling cancer. Jennifer badly needs funds to continue treatment.
0.135684395,pzmw03x9qwylj92xcdr9,,,,,,,,,most memorable situation
0.206016019,96ouryysoslc7ur3l0ct,,,,,,,,,Jason has lymphoma and will undergoing 3-4 months of chemotherapy. He can't work during this time and will need money for medical and living costs.
0.545609896,zbpar6zouaxs33swd1tr,,,,,,,,,Jennifer has the big C. She is doing all she can to survive. I am sending her links to helpful homeopathic remedies.
0.172332568,67wy7w0gu700tosdt1xa,,,,,,,,,Jason has cancer and is undergoing treatment for 21 days. He is going to have a lot of medical bills. 
0.969889555,sdff2lkkdrw3sr3cldyp,,,,,,,,,"Jason has stage II lymphoma and needs help. He's ready to fight it, but he needs assistance to make it through. It's going to require procedures such as chemo, as well as other medical expenses."
0.899752478,ge7b2ylslhqoqhxe3234,,,,,,,,,"Jennifer is a really caring, warm-hearted and strong individual in a very crappy situation. Though she is determined to pull herself up through the down times, any little bit of help we can provide will go a long way in helping Jenn fight this battle and overcome her condition one day at a time. "
0.085227694,np8ug9bpqprmzlzsq1fl,,,,,,,,,A very hard situation considering she has a giant health concern. It could possibly be fatal
0.662672858,3jh33bjqa5stsevwpc0m,,,,,,,,,good relationship
0.896388651,z1lt1ulfp3fp5vcgozpv,,,,,,,,,"Jennifer is in a terrible cancer situation, but she is still vibrant and could use the assistance."
0.508324284,8p63gxo1w03nzbz87fxj,,,,,,,,,"Jennifer has begun a long battle with lymphona. While she is not currently suffering immensely, she may in the future and needs support."
0.807870579,3o6abb9yknp0x7e99bnj,,,,,,,,,Jason has thyroid cancer and needs help in order to pay for their treatment. 
0.849258245,u0q2w2do4sr5dhdst2td,,,,,,,,,"After undergoing thyroid surgery, Jennifer was told that she has Stage 2 Lymphoma. She will have to have ongoing chemo treatments which will incur a lot of expenses."
0.626775972,deajbqcf33u8tzqn4w07,,,,,,,,,It sounds very serious. He started chemotherapy a week after he had thyroid surgery and will go through radiation as well. 
0.923110343,3eg8xw6s7cu0xankc3xf,,,,,,,,,"Jennifer was recently diagnosed with cancer. She has a long medical journey ahead, which will be expensive and emotionally difficult."
0.243877133,yxyp88wdej0f47vt40ak,,,,,,,,,JENNIFER IS A GOOD FRIEND IN MY LIFE.MOST BEAUTIFUL PERSON AND SUPPORT FULL IN OUR LIFE IN CLOSE FRIEND 
0.874969964,a88ctmco9lbxafkkm40f,,,,,,,,,Jason has lymphoma and the next stage of his life will be consumed with cancer treatment.  He has a good attitude about his treatment but knows the road ahead is tough.
0.579780769,z0aqpvdg0h124csfwnpk,,,,,,,,,Jennifer is suffering from lymphoma.
0.486478443,vz2c3qps3dce0rvqedcp,,,,,,,,,Jennifer has lymphoma and must undergo chemo to help save her life.
0.971763795,n4azu492gcrefo6yrvxm,,,,,,,,,"Jennifer has lymphoma, and is undergoing treatments. I'm sure her financial needs right now are many."
0.619519053,1j9nez5kv9ecphlkhe36,,,,,,,,,"""Friends"" In their original contracts for the first season, cast members were paid $22,500 per episode. As the show entered its second season, cast members received different salaries, varying from $20,000 up to $40,000 per episode"
0.956754162,xjqxokbtmgw62adfjntc,,,,,,,,,it is a very good friend 
0.043154743,dz767lcs53xopxkgceoh,,,,,,,,,"Has stage 2 lymphoma, undergoing radiation therapy. Her best friend is starting a campaign to help her pay bills."
0.211801097,wm3u1uha2302z5pk81vh,,,,,,,,,I would describe his situation as sad and that he is in need of support. Cancer is scary and difficult to deal with.  
0.77465897,ueg5l5lb7otxofnj99zu,,,,,,,,,She is struggling to get through cancer treatments and pay for expenses for the next several months.
0.614902771,re2att2ov5r76wosafwl,,,,,,,,,honest and straight forward
0.078871179,zs0cfqqv9ts1kdmm7a3e,,,,,,,,,Jennifer is diagnosed with stage II Lymphoma. She need to undergo many  treatments of chemotherapy and possibly local radiation as well. She has gone through chemotherapy and will receive treatments every 21 days for the next 3-4 months. We are hoping she can recover. Can you help her to recover?
0.561370788,50wsya4eu36sdf2a3z4v,,,,,,,,,"Jennifer has been very sick with lymphoma cancer, but is now better. Unfortunately, due to the healthcare system and her cancer treatment, she has lots of medical bills that have become too expensive for her and her family to pay.  "
0.137523904,rcurx5v7mq65gguejdeo,,,,,,,,,"That he has cancer.
He is undergoing treatment and needs monetary help with expensive's. "
0.537042068,b2vnfmpm4eo3fufpnkle,,,,,,,,,I pray to god to recover quickly jason from that disease and live long like as a normal people. Daily i pray to Jesus who has only my hope to recover very fast from the disease
0.191846402,s1tunmr86290vafm9jdn,,,,,,,,,Jason is going to be going through the process of recovering from cancer for the next couple of months. His friend is attempting to raise enough money to try and help with some of the hospital costs that will be occurring. 
0.388629553,2ds1wpzgccus46wamooh,,,,,,,,,"A woman struggling with cancer is stuck in the American healthcare system where, even if insured, she is going to end up in massive amounts of medical debt. It's a crime that in the wealthiest nation on earth, in all likelihood she's going to have to end up filing a medical bankruptcy. "
0.82731078,7n22ybwa6pqeeu1ckpwq,,,,,,,,,she need a treatment.
0.132564243,1xuncqslxw2kuulbudqk,,,,,,,,,She is very struggle for money. can you please help her to survive
0.326363045,2vxseuhjcmawns4mxh1k,,,,,,,,,"Hurting and grasping on to life. He realized that life might shutdown but without your help he might die. Fear and longativity, he needs the help."
0.649493554,kx9614nsj2pweg67rvbb,,,,,,,,,JASON HAS SUFFERED ALOT. HE HAS UNDERGONE SURGERY AND NOW HAS CANCER.
0.383941955,8zr3q13dx0vj7lusr7c5,,,,,,,,,He has lymphoma and will need chemotherapy. He has a tough road ahead medically.
0.077679361,447qzw0hupqwgrvaeeoe,,,,,,,,,Jennifer's friend underwent thyroid surgery and was shortly thereafter diagnosed with state 2 lymphoma. She needs chemotherapy and possibly specific direct radiation. We need to help raise money for her because she's a beautiful soul and will undergo many treatments costing a lot of money out of pocket that her insurance doesn't pay. Let's help her get the medical treatment she needs because she is worthy of all the help we can give.
0.129244664,to9snsn84qbfyvnf66xc,,,,,,,,,"Well I would say to my friend Jose that please contribute to a good cause, making a donation to Jennifer who suffers from terninal cancer and is requesting urgent help ... I know that you have possibilities to help her and it would be a pride for me and your family if you did. I await your ponta answer.
"
0.315558005,y5qcl3g1d1zdceaxd87a,,,,,,,,,to help much more
0.956035031,ot9r4fefl8zc6q4gmbfu,,,,,,,,,Jennifer is a young woman who had an operation on her thyroid and afterward is now dealing with lymphoma. She is undergoing chemo treatment. One of her good friends has is asking for donations for Jennifer. Please consider this and give as much as you can.
0.380659562,ahkyqurubf0bc3y6e5kx,,,,,,,,,Jennifer's friend sounds like a compassionate individual who is helpful and kind.
0.700646345,aojxvhdwrbhxj1bp9z5o,,,,,,,,,blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah blah 
0.750661913,p902ptsg14fgjv30b3dq,,,,,,,,,Jason's friends is a person that shows loyalty to those who are close to him. In the face of hopelessness he's acting on what little measures he can and doing something to correct the situation.
0.566245137,26wc1bopeyqgb7jgpn0o,,,,,,,,,"She was diagnosed with lymphoma. She has a long road ahead of her for recovery, but she is optimistic. "
0.850224485,hf2q1odf4vwcabxnjnvm,,,,,,,,,Jason has cancel and needs money for bills.
0.769925392,zsds86tdlqnezt55c6e9,,,,,,,,,"Jennifer has cancer. She is a strong person and is beginning to get better, but it's still a long, rough road ahead and she will need all the support she can get."
0.851991842,o7acc82aodmgbv604qxq,,,,,,,,,It is a horrible thing to be going through.  No one should have to go through it but we can try to provide as much support and help as we can.
0.378783448,23jjahnfbcklpvdgv344,,,,,,,,,I would let them know he really needs help. That every little bit counts
0.73866918,tulej0kagdd1ghzve5jk,,,,,,,,,"About critical, but encouraging. She's having the will to fight through it. The chemo session will also happen every 21 days after the surgery she had."
0.090737504,35bs0nlftmpf9bnjxj1e,,,,,,,,,His situation is very pitiful. I hope he can get better soon.
0.441440974,rlnqg2jzvvvhlwt11aur,,,,,,,,,Jason was recently diagnosed with cancer and needs help funding his treatment. Anything would help him make the road to recovery possible. 
0.779788039,df4x4ghesn8ooym0mtjs,,,,,,,,,Jason is suffering from stage 2 lymphoma condition.  He has been through alot he has made to the point where he will be receiving 21 day treatments for the next 3 to 6 months to recover from his condition.
0.542041464,vqbvmfe144wej8anyzqe,,,,,,,,,she has lymphoma 
0.963033258,vz9ltuwvszerbhl945at,,,,,,,,,Jennifer is battling cancer & has expensive treatments ahead. These donations will help her immensely.
0.654751284,8wwhdlrk7nf0grzxyykj,,,,,,,,,Jason has stage 2 lymphona and is undergoing chemotherapy
0.222623834,c62r25gzos5qo3m3pvuc,,,,,,,,,She has been diagnosed with Lymphoma and has to undergo chemotherapy for the next four months.
0.589296001,z1rlbh59o9y6jpvd8lel,,,,,,,,,She wanna travel so she need this money.
0.531173478,6tcjtx9db0pm2bt1omec,,,,,,,,,Jennifer is on a difficult road to obtain her recovery with Lymphoma. There is a collection for her or another's cancer treatment offered via a research study through MTurk.
0.704713318,kw7wylx1ezn7uzyhqt0d,,,,,,,,,Jason has stage II lymphoma and will likely need to undergo man treatments of both chemo and radiation.  
0.611775383,63kkbeaz06seqzdd45s5,,,,,,,,,She is in great need of money for her chemotherapy. I think she will recover after the treatment.
0.811703226,c3vfwupstck0s3u5dmkp,,,,,,,,,She has thyroid cancer. Needs help with expenses.
0.942727231,4tl4awjeh2v1qjwehj7c,,,,,,,,,"Jason is apparently a really good guy who has come into sad circumstances. He has Stage II Lymphoma and needs to undergo months of chemotherapy and other treatments. His best friend is raising money to help Jason with the cost of his treatments because he wants to do everything he can for his friend. He says that every little bit helps. Of course there are many, many people in the world who find themselves in similar situations and also need help, so who you decide to donate to and how much you can afford is certainly something to consider."
0.080782473,s3jvws8g9tu05up3g88s,,,,,,,,,He is sick and needs help. Jason got sick at no fault of his own.
0.610609753,0o5jze3026gyvb40ozb2,,,,,,,,,Jennifer has stage two lymphoma.  She needs to undergo 21 days of treatment.
0.251029824,x3h7onmjb1p5pt9pvmnd,,,,,,,,,Will explain clearly and raise the fund
0.221085268,cqp9xkmolg8rhj38t3cg,,,,,,,,,Someone with Stage 2 Cancer that requires Chemo for several months.Someone that faces an arduous task preparing to deal with a major medical issue.
0.16472737,scdb09yzy928zo9rnvep,,,,,,,,,"Jason has been diagnosed with lymphoma and has begun treatment, but will also need more treatments. His friend has a crowdfunding campaign going to help Jason meet the costs associated with the treatments and is asking for donations."
0.663128858,aw1np7l38j6t02mrsemq,,,,,,,,,Jason has cancer and will need a great deal of money to help out with his treatments. 
0.373129366,wc58qu6o7lpzfzrpc03y,,,,,,,,,Jennifer has stage 2 cancer and is undergoing chemo. She may also have to undergo radiation treatmen.
0.109208597,4gkspnkgctezyt4mh5y2,,,,,,,,,Jason has lymphoma and is seriously ill. He needs to go for regular treatment and is struggling with the costs involved. 
0.919489362,z1g541wbyjogm6pnn6kb,,,,,,,,,"Jason has lymphoma, which is a type of cancer that requires months of chemotherapy. His friend is trying to raise money to help Jason out any way he can. Any amount helps, if you can donate."
0.839671483,r28cu3y8dwcsz8c4a5qv,,,,,,,,,jason has cancer. he has cancer
0.327068743,xkhvcegaot930ab43xwa,,,,,,,,,"Jennifer was diagnosed with lymphoma. She's going to deal with a lot along the way, so her best friend is raising money to help take the burden away."
0.402402249,gn1v6d4s383nnyq4upt4,,,,,,,,,She is undergoing a very tough treatment for cancer. She needs some financial help. She is in for a long fight. But she can do it with the help and support of friends.
0.516394579,zgbqz57rd0wzrdwadyhc,,,,,,,,,Jason is having difficulty paying for his medical expenses and upcoming treatments; seems to be a nice guy. 
0.49407277,czxofkdkq3tfqzwubxp0,,,,,,,,,"Jennifer, who is highly revered and loved by her friends and family, is currently fighting against Stage II Lymphoma after thyroid surgery. The money people donate to her crowdfunding campaign will assist her in getting the proper medical care for her condition. "
0.059732834,xux82ug4hb8agwclt2yy,,,,,,,,,"Jason has Stage II lymphoma for which he has already underwent thyroid surgery.  He faces a long road ahead, with multiple treatments of chemotherapy and localized radiation."
0.096062567,cusv4p17lhvud6vx9vv4,,,,,,,,,Jason is suffering from lymphoma. i want Jason to recover from this condition and stay strong. 
0.612781428,4ac35fwsghqjsdqa3vvx,,,,,,,,,"He is an individual recently diagnosed with Lymphoma.   He will be required to undergo extensive and costly medical treatment,"
0.291705931,9kjy9479mq978tef3s66,,,,,,,,,His situation is dire. Lymphoma is not a minor disease and it is my hope he will make a full recovery. Having lost my father to cancer I cannot empathize enough with Jason's condition. I wish him the best. He needs all the financial help he can get.
0.878121618,o31k7740adba3x8x2k18,,,,,,,,,Jennifer has lymphoma and needs chemotherapy and possibly radiation. She will be going through this for three to four months and needs help with all the expenses she's going to incur.
0.376387898,zyuk2g9byfty16cf9gmq,,,,,,,,,"She has cancer and is struggling

"
0.271540894,rqq1qnwnbpdnmgqzgay4,,,,,,,,,Jason has been diagnosed with cancer. He is getting treatment and it is really expensive. 
0.9518933,qw2nbox84v0r4ze2e7r8,,,,,,,,,Jennifer is going through a tough time. She's fatigued and nauseous from chemotherapy but her energy has gotten back up.
0.549859298,0l0pr7068xogfd5u8xva,,,,,,,,,Jason's been undergoing leukemia treatment.  He's still quite young and should recover with sufficient care.
0.700097959,jj2s5xkhfmop3pyjx1hb,,,,,,,,,Jason has a type of cancer called stage II lymphoma. He's undergoing chemotherapy for treatment and has a long road of recovery ahead of him.
0.472443768,71kafbcol7zoj814uafp,,,,,,,,,"Jason had a Thryroid surgery and discovered that he had stage 2 lymphoma. Unable to pay for treatments, his friend started a campaign to raise money and help Jason pay for things like chemotherapy."
0.986310326,2oamwtkt9qftns41z4vk,,,,,,,,,"Jason had thyroid surgery, and during the surgery they found cancer. Jason is going to have to do chemotherapy and possibly radiation."
0.636360017,0qbun5bvy1k2ugdb1sdp,,,,,,,,,Jason is in a tough situation after throat complications. He is currently raising money for throat lymphoma problems on Go Fund Me
0.792635153,v4arw0hzygbqk8mns4k4,,,,,,,,,very good handle the situation
0.088975079,bs07u78cocr3lvdmvk0c,,,,,,,,,In need of help due to his bad health.  Someone who has a heart of gold now need help with his medical bills
0.921072734,lslbsrof57ur5w3guh69,,,,,,,,,Drastic
0.344270209,d679a712egx886ewjcpm,,,,,,,,,"Jason's situation is very similar to the situation many people face when battling cancer. There are always many expenses when you are going through cancer treatment. There are probably parking fees at the medical facility. You may need special, more expensive foods to eat. You may need expensive medicines. And then, there will be days where you will not be able to work. Jason could use some financial help."
0.5865326,a9vd7rqbexszns38kdts,,,,,,,,,Jason has cancer and needs help paying for hospital bills. There is a crowdfunding page to help him raise funds.
0.317686032,nhry13mf0qwee6z1179q,,,,,,,,,Yes friends appoint to side main to round gain to some users
0.348422388,yn6bj7wsrumm3zmwzt81,,,,,,,,,Jennifer has lymphoma. She will require extensive chemotherapy treatments.
0.059518133,7njdgq37438rw1uxvtbd,,,,,,,,,He is battling a very life-threatening disease. He needs all the financial assistance he can get to make it through.
0.068312427,q8rl86bl3nn17230fay7,,,,,,,,,She had thyroid surgery and found out she had stage two lympohoma. Friends were raising money to offset medical bills and care. 
0.799278901,ycx9w6dfvrlbn9n4uxo7,,,,,,,,,My best friend Jennifer knows that she a heart of gold. But after undergoing complicated thyroid surgery. Jenifer has diagnosed with Stage II Lymphoma.
0.673390842,y5wd9cdffm7st5j2m1t2,,,,,,,,,
0.791154373,xuxez1b5l0gxj03387dm,,,,,,,,,He is a guy who has lymphoma and is undergoing harsh cancer treatment for it.  His best friend is trying to raise money to help him.
0.401226388,t45cxlqnq61dln5xmcgc,,,,,,,,,
0.479687069,soo7lznf6hfquccuv0wz,,,,,,,,,Jennifer is suffering from type 2 lympho. Any amount of money could help her pay for the treatments since she'll need quite a bit of chemo and radiation to get through it. We should help her out.
0.436917686,falcp72o3kfp04f39suq,,,,,,,,,"He is suffering from stage 2 lymphoma, and needs many rounds of chemo and radiation in order to make it. His prognosis is good, though. His energy bounces back quickly. "
0.778855148,pawuo2ff67ng57p3cwzr,,,,,,,,,Jennifer was diagnosed with a serious condition. Her best friend is raising money to help pay for her expenses.
0.674944219,u733t7br1d2jn8lvmg93,,,,,,,,,help to cure viral fever
0.575501569,2vvnrgtzdbhklpu151tk,,,,,,,,,good
0.847797887,4q7v41ya2jy2bpjc2bm2,,,,,,,,,Jason is undergoing chemotherapy and is a very motivated energetic person.  He is looking for help to pay for medical costs.
0.969692187,lxjtm14l26kyyz2d2msd,,,,,,,,,A person seeking for help 
0.210793907,us2x8xxt9sgwd4t51po2,,,,,,,,,Jason is someone who has been diagnosed with cancer. He has a very tough road ahead and he has friend that is trying to help him by raising money to help with expenses.
0.78372826,rjymcpwhvn4vvcsvjdmf,,,,,,,,,she is in very critical situation and also kindly help her
0.586161135,62prvvtt8hyquuxr7p0b,,,,,,,,,"Jennifer is undergoing treatment for cancer, and she needs help."
0.359236407,8r870059ux5jv1afx5df,,,,,,,,,Jennifer had a thyroid surgery then was diagnosed with Stage 2 Lymphoma and has to undergo chemo treatment for 3 to 4 months. She has a positive attitude but is obviously very sick.
0.103357681,t576haf24asfaoa0jmue,,,,,,,,,Jennifer is battling cancer. She is facing a hard time ahead with debilitating treatment to try and cure her lymphoma.
0.508623297,cjgcx9gvb289po5t1tjq,,,,,,,,,her situation is pathetic
0.425461209,bcmrge5ahs5fnq6dg6aw,,,,,,,,,Jason was diagnosed with Stage two lymphoma after the thyroid surgery.  He will receive treatment every 21 days in the next 3-4 months.
0.375371302,qvlkcqgng3nfpkf5omq5,,,,,,,,,Recovering from a hard compromistation of his body. Lymphoma has a large effect on the body and s not easy to recover from.
0.619385973,hg7zxlx8xjg6w77hvrp1,,,,,,,,,Jennifer has lymphoma. She needs to pay for a lot of medical treatments to battle the disease in the months ahead. 
0.012884801,jwg72kzb0p0u17v3taxj,,,,,,,,,"Jennifer is going through lymphoma which is a type of cancer. If she's to be treated, it will be a blow to her income. The procedure is costly as well, so she needs as much help as she can get."
0.088566876,ml2sjtb2wd2v955flr1a,,,,,,,,,"Jennifer is suffering from lymphoma cancer. While treatment is long and not cost effective, jennifer needs help to get herself on the road to recovery."
0.424307739,ywaub3cy86udt93ng672,,,,,,,,,Serious cancer
0.947258341,mah2b46de11cpajgak71,,,,,,,,,"Be there for a friend by being observant, asking questions, listening, responding and get help for your friend. Never keep a friends suicidal thoughts to yourself."
0.375527632,8asuj42h3ak6udr9zjwz,,,,,,,,,Jason is suffering from Lymphoma. He is undergoing chemo and needs help.
0.628887862,0xyejbbt19hv548xp84u,,,,,,,,,Jason is suffering from cancer. He about to go on an intensive regimen of chemotherapy and possibly local radiation treatment.  
0.724819343,jf7rorsyanxvq6q9el3q,,,,,,,,,"Jason is in for a long battle with lymphoma, but for now he is keeping the faith and is ready to battle his cancer until he wins. He will have to have chemotherapy and possibly radiation as well, but he's ready to fight."
0.823865099,2xwrfwgjtdegh9akkqgz,,,,,,,,,"Jennifer had thyroid surgery, and then it was found out that she had lymphoma.  Her friend is raising money to help with medical expenses."
0.737202057,zugdn4lm2k4ph0nu460y,,,,,,,,,Donating money would help to cover the cost of treatment for Lymphoma. This would be important as he is already diagnosed with Stage II Lymphoma
0.560219775,80624poxfbcglzh4aesh,,,,,,,,,She has lymphoma and is requesting money for it. It is a cancerous disease.
0.005447872,lrzv129csb9b0ctygvvq,,,,,,,,,"She needs many treatments of chemo, and local radiation is possibly needed as well. She will to get a treatment every 21 days for the next 3 to 4 months. She has experienced nausea and fatigue at first but she is stronger now."
0.894533842,adj96asxo1nj5dko1o2e,,,,,,,,,SHE IS LIVING IN VERY COMPLEX SITUATION.AND SHE NEEDED OTHER PERSON HELP.
0.370049665,lwcw5m9jh5qk2sp4alxu,,,,,,,,,JENIFER IS IN SUCH A COMPLEMENTARY MEDICAL SITUATION AND SHE NEEDS MEDICAL SUPPORT AND HEALTH CARE ABOUT HER SITUATIONS SAID TO HER FRIEND.
0.740687461,mgwy57d93p96c03r7eh6,,,,,,,,,Jennifer is a really sweet person and she has cancer. She has chemo treatments and they make her sick with nausea.
0.431501254,n0mh69gtxo69uru1hxz4,,,,,,,,,"Jason is experiencing Lymphoma, and will need to go through chemo and possibly radiation to cure him.  He will have many expenses from his treatment, so will need donations to get him through it."
0.599340206,d0bwukzbw24j5vh6zomm,,,,,,,,,Jennifer has be diagnosed with cancer.  She has started chemo therapy treatments.
0.444347508,0s717kea1ja2p0n32nf8,,,,,,,,,Jennfer has cancer and a strong will to fight it.  She will need help financially to help her overcome the costs of her treatment.
0.969736458,3nr4ewyqy74wdbevzom4,,,,,,,,,"Jason has a deathly ilness, he needs money to deal with it. His friend is collecting money to help him"
0.853326756,d85xv8jl630drcghkhtm,,,,,,,,,Jason had surgery on his thyroid and he now has cancer.  It is lymphoma.  He has a long road ahead with chemo and radiation.  He will have many medical expenses as well as gas and other things over the next year while getting chemo and radiation.
0.324409888,610fme8mfxjnwtojsqnn,,,,,,,,,very critical.
0.700180357,8zjztlp11eveqxlktbkn,,,,,,,,,he is in a desperate painful part and the future needs all of us to chip in and ensure he goes through it with outmost strenght and courage from us as his friends
0.443547508,kv8pfhgw4xf13vksxp8s,,,,,,,,,Jennifer is undergoing treatment for lymphoma. Her medical bills are piling up.
0.844883582,xp8696u1pn0henn75fqj,,,,,,,,,I will tell my friend that Jennifer is suffering from a chronic disease and she needs all the help she can get. The only way we might be able to help her is by donating to her medical expenses. 
0.991460855,aw91hkdh7dn12sal9gpu,,,,,,,,,"very critical situation 
i feel very sad"
0.729923122,20ety04wjzdcfxj2nh35,,,,,,,,,she's very sick and needs to go through lots of painful therapy. Her medical expense is high and needs help with that.
0.547214759,uy1lu4493yv88a18ocqm,,,,,,,,,the situation is very bad.because she is very feel about it
0.206199433,723v2hqfn5m7hn2w1sz8,,,,,,,,,He has lymphoma. He's currently undergoing Chemo but it's a long road ahead. He is ready to fight and do what he has to save his life.
0.006314083,4ydjw01vlds8rwvduwe1,,,,,,,,,Jason is a guy who has lymphoma. His family is trying to raise money for him.
0.931733315,at7drp5m4auqzzr49sfb,,,,,,,,,"her situation is pathetic but i believe she will win this, she is a fighter"
0.690405722,x3lghx5ot05kgb87vk1r,,,,,,,,,A wonderful guy named Jason is dealing with Stage II Lymphoma and undergoing a rigorous series of chemotherapy that leaves him feeling quite ill for days. There will be several rounds. During this time he is not able to do much for himself and the medical bills are mounting. Please support me in helping him out with a donation of any amount. It will go a long way and really encourage him to stay strong. 
0.125256011,fkbessmtwc79smhhht53,,,,,,,,,Jennifer has cancer and needs money to help pay for treatments and other associated expenses. Her friend is raising money to help with her expenses.
0.795050397,vzc5tyrtpud407ldg1bl,,,,,,,,,she is suffering from lymphoma and will undergo chemo and radiation over a period of time.
0.159167661,98tcoxymbb00dl5uadmt,,,,,,,,,Jason has Lymphoma and needs to have chemotherapy. It costs a lot of money.
0.120745157,u6yppvjdgf4shqh6t44f,,,,,,,,,Need money support to battle disease
0.311442776,skaxcp8z2hjwqk4h0tsa,,,,,,,,,"Jason is battling Stage II lymphoma. He's going through treatment, and we want to help him."
0.978661604,8tcxe60tdrxsfsaqxrvm,,,,,,,,,Jennifer is suffering from Stage II Lymphoma.  She is powerfully committed to fighting this disease.  She would benefit from some financial help towards the hidden expenses of battling a serious illness.  
0.578020718,zal1zb00wmsxt2vcz079,,,,,,,,,A brave person struggling to recover from Lymphoma. She's strong of will and wanting badly to recover.
0.262113976,nvnjcv2hta2ta7ml4fbl,,,,,,,,,Jennifer has a sever desease and needs a surgery that need some money. So she needs money for her surgery.
0.150663071,qoh6gy6zal9rgsz79kk6,,,,,,,,,MY FRIENDS IS VERY NICE PEOPLE  .I LIKE VERY MUCH MY FRIENDS.
0.394645353,b5bf0cyz4lew1doxo7lc,,,,,,,,,She appears to be a nice person who has developed all kinds of medical problems. It sounds as though she will have a very long and difficult recovery.
0.306347896,r1lth8mhqe820ym9smwh,,,,,,,,,"Due to having cancer, Jason is facing a difficult surgery and months of chemotherapy. His best friend is running a crowdfunding campaign to help with his expenses. "
0.974287853,9pxdek6wrx5xyue004m4,,,,,,,,,it is grate way 
0.894274116,rgxmot0ptcan80tyy73a,,,,,,,,,"Jason had a complication during surgery and now has Lymphoma. He is going to go through the horrible treatments that I don't agree with, like Chemotherapy. They are asking for donations to help him with his treatments."
0.242330263,4q98vuq48zek8kz4fdym,,,,,,,,,Jason is going through lymphoma treatment and needs help paying for the chemotherapy. His situation is pretty tragic and he needs all the help he can get to get through with his medical expenses.
0.555707184,1bbynrgby98wr9370jq1,,,,,,,,,That he has been diagnosed with Stage IV Lymphoma.  He is going to fight and go through Chemotherapy eventhough it makes him sick and tired.
0.418798557,vwhucz2hl311brnm78ca,,,,,,,,,
0.463040829,jve7l9qkgkhopqou0shz,,,,,,,,,"Jennifer has cancer and will be going through chemo for a couple of months. During this time she has some expenses, so her friend's crowdfunding for her."
0.399428087,ka76osxpv55jqubbsjj7,,,,,,,,,Jennifer is recovering from lymphoma and she needs help paying for her medical expenses since they will be a tough load on her. She had just had a complicated thyroid surgery when they diagnosed her with the stage 2 lymphoma unfortunately. The doctors say she will need chemotherapy which she is undergoing now as well as possible radiation.
0.75510672,jnh9stw5ohwyszf4m2w8,,,,,,,,,Jennifer discovered she had lymphoma after a procedure on her thyroid gland.  She is going to be going through both chemo and radiation to help her try to conquer lymphoma.
0.538872125,cfanwcp3qnemc9z6k4d8,,,,,,,,,It is a complex and difficult situation
0.721623257,9gpc5zcy3vz0fjljx26v,,,,,,,,,Jason has a stage 2 lymphoma disease and he is a good person.
0.025099126,3qq51jlkn9zek36v8gg0,,,,,,,,,"Jennifer was recently diagnosed with lymphoma. She is undergoing treatment for it right now, and financial support would be appreciated."
0.894915218,dl21nrhym188mdq50m0s,,,,,,,,,JASON'S ORDEAL IS HEARTBREAKING. HE IS VERY COURAGEOUS AND BRAVE. HE DESERVES ALL THE HELP WE CAN GIVE HIM IN THIS JOURNEY.
